40392;834376;13857;10037;2;4;4714;857804;37712;46688
37712;46688;14236;0;3;4;16321;68079;65284;272316
65284;272316;11479;0;3;4;22826;314774;45652;629548
45652;629548;12144;0;3;4;16825;658375;33650;1316750
33650;1316750;12788;0;3;4;13038;1337362;52152;5349448
52152;5349448;23168;17225;1;4;9444;5364845;37776;94644
37776;94644;19060;0;3;4;21833;110587;43666;221174
43666;221174;28938;0;3;4;38424;226416;38424;226416
38424;226416;29057;0;3;4;34054;230786;34054;230786
34054;230786;29172;0;3;4;30261;234579;60522;469158
60522;469158;29284;0;3;4;53930;475750;53930;475750
53930;475750;16768;0;1;2;27514;502166;55028;1004332
0;0;0;0;0;0;28036;11395164;56072;49336
56072;49336;32768;27365;0;2;9312;49336;37248;197344
37248;197344;15084;9398;5;7;6456;217547;51648;1740376
51648;1740376;32768;17751;0;2;23806;1740376;47612;3480752
0;0;0;0;0;0;23684;65068;47368;130136
47368;130136;32768;1469;0;3;45325;130136;45325;130136
45325;130136;32768;6864;0;4;35844;130136;35844;130136
35844;130136;32768;6650;0;4;28622;130136;57244;260272
57244;260272;6443;457;1;4;10374;306354;41496;1225416
41496;1225416;32768;13047;0;4;25041;1225416;50082;2450832
50082;2450832;32768;12640;0;4;30863;2450832;61726;4901664
61726;4901664;7265;443;1;4;12897;4949762;51588;7176
51588;7176;32768;8061;0;4;39014;7176;39014;7176
39014;7176;32768;7810;0;4;29730;7176;59460;14352
59460;14352;32768;7566;0;4;45760;14352;45760;14352
45760;14352;12245;1856;1;4;14422;43101;57688;172404
57688;172404;32768;12886;0;4;35064;172404;35064;172404
35064;172404;32768;12484;0;4;21792;172404;43584;344808
43584;344808;1688;422;2;4;1704;386174;54528;36800
54528;36800;2253;0;3;4;3731;87597;59696;1401552
59696;1401552;13397;6658;1;4;12236;1436888;48944;5747552
48944;5747552;2426;545;2;4;2773;5792955;44368;412592
44368;412592;14692;3374;1;4;15314;437140;61256;1748560
61256;1748560;32768;15256;0;4;32803;1748560;32803;1748560
32803;1748560;14780;3167;1;4;11588;1766631;46352;7066524
46352;7066524;20614;7436;1;4;18647;7083723;37294;11670
37294;11670;14424;0;3;4;16316;32648;65264;130592
65264;130592;20010;12390;1;4;15117;156220;60468;624880
60468;624880;23854;19212;2;4;8500;641444;34000;2565776
34000;2565776;15939;9697;2;4;6472;2583334;51776;88368
51776;88368;10811;0;3;4;16972;123172;33944;246344
33944;246344;16894;0;3;4;17362;262926;34724;525852
34724;525852;17390;0;3;4;18296;542280;36592;1084560
36592;1084560;17870;0;3;4;19813;1101339;39626;2202678
39626;2202678;18335;0;3;4;22026;2220278;44052;4440556
44052;4440556;17536;0;1;2;23568;4461040;47136;8922080
0;0;0;0;0;0;23684;1190376;47368;2380752
47368;2380752;32768;25655;0;2;10364;2380752;41456;9523008
41456;9523008;15636;9105;5;7;8215;9544814;32860;37304
32860;37304;32768;16642;0;2;16216;37304;64864;149216
0;0;0;0;0;0;32388;661992;64776;1323984
64776;1323984;32768;1378;0;3;62112;1323984;62112;1323984
62112;1323984;32768;7330;0;4;48306;1323984;48306;1323984
48306;1323984;7101;380;1;4;9874;1361938;39496;8264
39496;8264;32768;7903;0;4;30013;8264;60026;16528
60026;16528;12740;2659;1;4;18490;53259;36980;106518
36980;106518;13365;2576;1;4;12100;128510;48400;514040
48400;514040;32768;13971;0;4;27787;514040;55574;1028080
55574;1028080;13535;2418;1;4;18883;1060749;37766;2121498
37766;2121498;86;0;3;4;77;2159187;39424;6596096
39424;6596096;32768;12916;0;4;23935;6596096;47870;19456
47870;19456;5967;0;3;4;8653;58673;34612;234692
34612;234692;16503;8895;1;4;8036;251945;64288;2015560
64288;2015560;32768;15342;0;4;34282;2015560;34282;2015560
34282;2015560;20993;7204;1;4;14368;2028018;57472;8112072
57472;8112072;21360;6979;1;4;25092;8132236;50184;11544
50184;11544;6761;2915;2;4;5884;51430;47072;411440
47072;411440;32768;22061;0;4;15584;411440;62336;1645760
62336;1645760;14997;0;3;4;28435;1679661;56870;3359322
56870;3359322;12003;7572;2;4;7663;3395427;61304;31512
61304;31512;18612;0;3;4;34659;58157;34659;58157
34659;58157;21858;14632;1;4;7631;69787;61048;558296
61048;558296;5008;0;3;4;9286;610058;37144;2440232
37144;2440232;6471;0;3;4;7326;2470050;58608;99600
58608;99600;11486;7292;2;4;7528;137794;60224;1102352
60224;1102352;11497;0;3;4;21036;1141540;42072;2283080
42072;2283080;26170;0;3;4;33460;2291692;33460;2291692
33460;2291692;26376;0;3;4;26784;2298368;53568;4596736
53568;4596736;26575;0;3;4;43371;4606933;43371;4606933
43371;4606933;26768;0;3;4;35325;4614979;35325;4614979
35325;4614979;32768;18488;0;2;15593;4614979;62372;44300
0;0;0;0;0;0;31236;304528;62472;609056
62472;609056;7941;5873;3;10;4030;656372;64480;16192
64480;16192;32768;13636;0;4;37737;16192;37737;16192
37737;16192;32768;1029;0;2;36557;16192;36557;16192
36557;16192;32768;16644;0;13;18049;16192;36098;32384
36098;32384;21910;20271;2;14;1837;44323;58784;1418336
58784;1418336;2438;0;6;7;4355;1472765;34840;116712
34840;116712;32768;24902;0;2;8384;116712;33536;466848
33536;466848;32768;12800;0;2;20432;466848;40864;933696
40864;933696;32768;1220;0;2;39350;933696;39350;933696
39350;933696;30898;19026;1;7;14157;936149;56628;3744596
56628;3744596;31667;30984;3;7;1109;3746621;35488;354208
35488;354208;15743;0;1;2;16909;372787;33818;745574
0;0;0;0;0;0;16918;745574;33836;1491148
33836;1491148;32768;2277;0;3;31518;1491148;63036;2982296
63036;2982296;15888;3314;1;4;24235;3014816;48470;6029632
48470;6029632;32768;8511;0;4;35984;6029632;35984;6029632
35984;6029632;8246;950;1;4;7984;6056644;63872;218656
63872;218656;32768;16163;0;4;32486;218656;64972;437312
64972;437312;15658;4573;1;4;21889;471406;43778;942812
43778;942812;28232;22696;1;4;7442;948873;59536;7590984
59536;7590984;32768;19712;0;2;23804;7590984;47608;43152
0;0;0;0;0;0;23684;655028;47368;1310056
47368;1310056;32768;13295;0;2;28217;1310056;56434;2620112
56434;2620112;23080;18205;3;5;8364;2636938;33456;10547752
33456;10547752;32768;10243;0;2;23052;10547752;46104;58448
0;0;0;0;0;0;23044;81508;46088;163016
46088;163016;32768;3138;0;3;41670;163016;41670;163016
41670;163016;32768;8324;0;4;31128;163016;62256;326032
62256;326032;866;236;2;4;1219;386701;39008;12374432
39008;12374432;4316;1272;2;4;3652;12408340;58432;352576
58432;352576;18046;5205;1;4;22804;378962;45608;757924
45608;757924;11007;0;3;4;15223;788309;60892;3153236
60892;3153236;23264;16676;1;4;12209;3171101;48836;35956
48836;35956;19840;0;1;2;29454;55338;58908;110676
